CODIGO|DESCRIPCION|TIPO
I82.701|Embolia y trombosis cronicas de venas no especificadas de extremidad superior derecha|D
I82.702|Embolia y trombosis cronicas de venas no especificadas de extremidad superior izquierda|D
I82.703|Embolia y trombosis cronicas de venas de extremidad superior no especificadas, bilateral|D
I82.709|Embolia y trombosis cronicas de venas no especificadas de extremidad superior no especificada|D
I82.711|Embolia y trombosis cronicas de venas superficiales de extremidad superior derecha|D
I82.712|Embolia y trombosis cronicas de venas superficiales de extremidad superior izquierda|D
I82.713|Embolia y trombosis cronicas de venas superficiales de extremidad superior, bilateral|D
I82.719|Embolia y trombosis cronicas de venas superficiales de extremidad superior no especificada|D
I82.721|Embolia y trombosis cronicas de venas profundas de extremidad superior derecha|D
I82.722|Embolia y trombosis cronicas de venas profundas de extremidad superior izquierda|D
I82.723|Embolia y trombosis cronicas de venas profundas de extremidades superiores, bilateral|D
I82.729|Embolia y trombosis cronicas de venas profundas de extremidad superior no especificada|D
I82.811|Embolia y trombosis de venas superficiales de extremidad inferior derecha|D
I82.812|Embolia y trombosis de venas superficiales de extremidad inferior izquierda|D
I82.813|Embolia y trombosis de venas superficiales de extremidades inferiores, bilateral|D
I82.819|Embolia y trombosis de venas superficiales de extremidad inferior no especificada|D
I82.890|Embolia y trombosis agudas de otras venas especificadas|D
I82.891|Embolia y trombosis cronicas de otras venas especificadas|D
I82.90|Embolia y trombosis agudas de vena no especificada|D
I82.91|Embolia y trombosis cronicas de vena no especificada|D
I82.A11|Embolia y trombosis agudas de vena axilar derecha|D
I82.A12|Embolia y trombosis agudas de vena axilar izquierda|D
I82.A13|Embolia y trombosis agudas de vena axilar, bilateral|D
I82.A19|Embolia y trombosis agudas de vena axilar no especificada|D
I82.A21|Embolia y trombosis cronicas de vena axilar derecha|D
I82.A22|Embolia y trombosis cronicas de vena axilar izquierda|D
I82.A23|Embolia y trombosis cronicas de vena axilar, bilateral|D
I82.A29|Embolia y trombosis cronicas de vena axilar no especificada|D
I82.B11|Embolia y trombosis agudas de vena subclavia derecha|D
I82.B12|Embolia y trombosis agudas de vena subclavia izquierda|D
I82.B13|Embolia y trombosis agudas de vena subclavia, bilateral|D
I82.B19|Embolia y trombosis agudas de vena subclavia no especificada|D
I82.B21|Embolia y trombosis cronicas de vena subclavia derecha|D
I82.B22|Embolia y trombosis cronicas de vena subclavia izquierda|D
I82.B23|Embolia y trombosis cronicas de vena subclavia, bilateral|D
I82.B29|Embolia y trombosis cronicas de vena subclavia no especificada|D
I82.C11|Embolia y trombosis agudas de vena yugular interna derecha|D
I82.C12|Embolia y trombosis agudas de vena yugular interna izquierda|D
I82.C13|Embolia y trombosis agudas de vena yugular interna, bilateral|D
I82.C19|Embolia y trombosis agudas de vena yugular interna no especificada|D
I82.C21|Embolia y trombosis cronicas de vena yugular interna derecha|D
I82.C22|Embolia y trombosis cronicas de vena yugular interna|D
I82.C23|Embolia y trombosis cronicas de vena yugular interna, bilateral|D
I82.C29|Embolia y trombosis cronicas de vena yugular interna no especificada|D
I83.001|Venas varicosas de extremidad inferior no especificada con ulcera de muslo|D
I83.002|Venas varicosas de extremidad inferior no especificada con ulcera de pantorrilla|D
I83.003|Venas varicosas de extremidad inferior no especificada con ulcera de tobillo|D
I83.004|Venas varicosas de extremidad inferior no especificada con ulcera de talon y parte media del pie|D
I83.005|Venas varicosas de extremidad inferior no especificada con ulcera de otra parte del pie|D
I83.008|Venas varicosas de extremidad inferior no especificada con ulcera e inflamacion de otra localizacion de parte inferior de pierna|D
I83.009|Venas varicosas de extremidad inferior no especificada con ulcera de localizacion no especificada|D
I83.011|Venas varicosas de extremidad inferior derecha con ulcera de muslo|D
I83.012|Venas varicosas de extremidad inferior derecha con ulcera de pantorrilla|D
I83.013|Venas varicosas de extremidad inferior derecha con ulcera de tobillo|D
I83.014|Venas varicosas de extremidad inferior derecha con ulcera de talon y parte media del pie|D
I83.015|Venas varicosas de extremidad inferior derecha con ulcera de otra parte del pie|D
I83.018|Venas varicosas de extremidad inferior derecha con ulcera de otra localizacion de parte inferior de pierna|D
I83.019|Venas varicosas de extremidad inferior derecha con ulcera de localizacion no especificada|D
I83.021|Venas varicosas de extremidad inferior izquierda con ulcera de muslo|D
I83.022|Venas varicosas de extremidad inferior izquierda con ulcera de pantorrilla|D
I83.023|Venas varicosas de extremidad inferior izquierda con ulcera de tobillo|D
I83.024|Venas varicosas de extremidad inferior izquierda con ulcera de talon y parte media del pie|D
I83.025|Venas varicosas de extremidad inferior izquierda con ulcera de otra parte del pie|D
I83.028|Venas varicosas de extremidad inferior izquierda con ulcera de otra localizacion de parte inferior de pierna|D
I83.029|Venas varicosas de extremidad inferior izquierda con ulcera de localizacion no especificada|D
I83.10|Venas varicosas de extremidad inferior no especificada con inflamacion|D
I83.11|Venas varicosas de extremidad inferior derecha con inflamacion|D
I83.12|Venas varicosas de extremidad inferior izquierda con inflamacion|D
I83.201|Venas varicosas de extremidad inferior no especificada con ulcera e inflamacion de muslo|D
I83.202|Venas varicosas de extremidad inferior no especificada con ulcera e inflamacion de pantorrilla|D
I83.203|Venas varicosas de extremidad inferior no especificada con ulcera e inflamacion de tobillo|D
I83.204|Venas varicosas de extremidad inferior no especificada con ulcera e inflamacion de talon y parte media del pie|D
I83.205|Venas varicosas de extremidad inferior no especificada con ulcera e inflamacion de otra parte del pie|D
I83.208|Venas varicosas de extremidad inferior no especificada con ulcera e inflamacion de otra parte de extremidad inferior|D
I83.209|Venas varicosas de extremidad inferior no especificada con ulcera e inflamacion de localizacion no especificada|D
I83.211|Venas varicosas de extremidad inferior derecha con ulcera e inflamacion de muslo|D
I83.212|Venas varicosas de extremidad inferior derecha con ulcera e inflamacion de pantorrilla|D
I83.213|Venas varicosas de extremidad inferior derecha con ulcera e inflamacion de tobillo|D
I83.214|Venas varicosas de extremidad inferior derecha con ulcera e inflamacion de talon y parte media del pie|D
I83.215|Venas varicosas de extremidad inferior derecha con ulcera e inflamacion de otra parte del pie|D
I83.218|Venas varicosas de extremidad inferior derecha con ulcera e inflamacion de otra parte de extremidad inferior|D
I83.219|Venas varicosas de extremidad inferior derecha con ulcera e inflamacion de localizacion no especificada|D
I83.221|Venas varicosas de extremidad inferior izquierda con ulcera e inflamacion de muslo|D
I83.222|Venas varicosas de extremidad inferior izquierda con ulcera e inflamacion de pantorrilla|D
I83.223|Venas varicosas de extremidad inferior izquierda con ulcera e inflamacion de tobillo|D
I83.224|Venas varicosas de extremidad inferior izquierda con ulcera e inflamacion de talon y parte media del pie|D
I83.225|Venas varicosas de extremidad inferior izquierda con ulcera e inflamacion de otra parte del pie|D
I83.228|Venas varicosas de extremidad inferior izquierda con ulcera e inflamacion de otra parte de extremidad inferior|D
I83.229|Venas varicosas de extremidad inferior izquierda con ulcera e inflamacion de localizacion no especificada|D
I83.811|Venas varicosas de extremidad inferior derecha con dolor|D
I83.812|Venas varicosas de extremidad inferior izquierda con dolor|D
I83.813|Venas varicosas de extremidad inferior bilaterales con dolor|D
I83.819|Venas varicosas de extremidad inferior no especificada con dolor|D
I83.891|Venas varicosas de extremidad inferior derecha con otras complicaciones|D
I83.892|Venas varicosas de extremidad inferior izquierda con otras complicaciones|D
I83.893|Venas varicosas de extremidad inferior bilateral con otras complicaciones|D
I83.899|Venas varicosas de extremidad inferior no especificada con otras complicaciones|D
I83.90|Venas varicosas asintomaticas de extremidad inferior no especificada|D
I83.91|Venas varicosas asintomaticas de extremidad inferior derecha|D
I83.92|Venas varicosas asintomaticas de extremidad inferior izquierda|D
I83.93|Venas varicosas asintomaticas de extremidades inferiores bilaterales|D
I85.00|Varices esofagicas sin sangrado|D
I85.01|Varices esofagicas con sangrado|D
I85.10|Varices esofagicas secundarias sin sangrado|D
I85.11|Varices esofagicas secundarias con sangrado|D
I86.0|Varices sublinguales|D
I86.1|Varices escrotales|D
I86.2|Varices pelvicas|D
I86.3|Varices de vulva|D
I86.4|Varices gastricas|D
I86.8|Venas varicosas de otras localizaciones especificados|D
I87.001|Sindrome postrombotico sin complicaciones de extremidad inferior derecha|D
I87.002|Sindrome postrombotico sin complicaciones de extremidad inferior izquierda|D
I87.003|Sindrome postrombotico sin complicaciones de extremidad inferior, bilateral|D
I87.009|Sindrome postrombotico sin complicaciones de extremidad no especificada|D
I87.011|Sindrome postrombotico con ulcera de extremidad inferior derecha|D
I87.012|Sindrome postrombotico con ulcera de extremidad inferior izquierda|D
I87.013|Sindrome postrombotico con ulcera de extremidad inferior, bilateral|D
I87.019|Sindrome postrombotico con ulcera de extremidad inferior no especificada|D
I87.021|Sindrome postrombotico con inflamacion de extremidad inferior derecha|D
I87.022|Sindrome postrombotico con inflamacion de extremidad inferior izquierda|D
I87.023|Sindrome postrombotico con inflamacion de extremidad inferior, bilateral|D
I87.029|Sindrome postrombotico con inflamacion de extremidad inferior no especificada|D
I87.031|Sindrome postrombotico con ulcera e inflamacion de extremidad inferior derecha|D
I87.032|Sindrome postrombotico con ulcera e inflamacion de extremidad inferior izquierda|D
I87.033|Sindrome postrombotico con ulcera e inflamacion de extremidad inferior, bilateral|D
I87.039|Sindrome postrombotico con ulcera e inflamacion de extremidad inferior no especificada|D
I87.091|Sindrome postrombotico con otras complicaciones de extremidad inferior derecha|D
I87.092|Sindrome postrombotico con otras complicaciones de extremidad inferior izquierda|D
I87.093|Sindrome postrombotico con otras complicaciones de extremidad inferior, bilateral|D
I87.099|Sindrome postrombotico con otras complicaciones de extremidad inferior no especificada|D
I87.1|Compresion de vena|D
I87.2|Insuficiencia venosa (cronica) (periferica)|D
I87.301|Hipertension venosa cronica (idiopatica) sin complicaciones de extremidad inferior derecha|D
I87.302|Hipertension venosa cronica (idiopatica) sin complicaciones de extremidad inferior izquierda|D
I87.303|Hipertension venosa cronica (idiopatica) sin complicaciones de extremidad inferior, bilateral|D
I87.309|Hipertension venosa cronica (idiopatica) sin complicaciones de extremidad inferior no especificada|D
I87.311|Hipertension venosa cronica (idiopatica) con ulcera de extremidad inferior derecha|D
I87.312|Hipertension venosa cronica (idiopatica) con ulcera de extremidad inferior izquierda|D
I87.313|Hipertension venosa cronica (idiopatica) con ulcera de extremidad inferior, bilateral|D
I87.319|Hipertension venosa cronica (idiopatica) con ulcera de extremidad inferior no especificada|D
I87.321|Hipertension venosa cronica (idiopatica) con inflamacion de extremidad inferior derecha|D
I87.322|Hipertension venosa cronica (idiopatica) con inflamacion de extremidad inferior izquierda|D
I87.323|Hipertension venosa cronica (idiopatica) con inflamacion de extremidades inferiores, bilateral|D
I87.329|Hipertension venosa cronica (idiopatica) con inflamacion de extremidad inferior no especificada|D
I87.331|Hipertension venosa cronica (idiopatica) con ulcera e inflamacion de extremidad inferior derecha|D
I87.332|Hipertension venosa cronica (idiopatica) con ulcera e inflamacion de extremidad inferior izquierda|D
I87.333|Hipertension venosa cronica (idiopatica) con ulcera e inflamacion de extremidades inferiores, bilateral|D
I87.339|Hipertension venosa cronica (idiopatica) con ulcera e inflamacion de extremidad inferior no especificada|D
I87.391|Hipertension venosa cronica (idiopatica) con otras complicaciones de extremidad inferior derecha|D
I87.392|Hipertension venosa cronica (idiopatica) con otras complicaciones de extremidad inferior izquierda|D
I87.393|Hipertension venosa cronica (idiopatica) con otras complicaciones de extremidad inferior, bilateral|D
I87.399|Hipertension venosa cronica (idiopatica) con otras complicaciones de extremidad inferior no especificada|D
I87.8|Otros trastornos especificados de venas|D
I87.9|Trastorno de vena, no especificado|D
I88.0|Linfadenitis mesenterica no especificada|D
I88.1|Linfadenitis cronica, excepto la mesenterica|D
I88.8|Otros tipos de linfadenitis no especificada|D
I88.9|Linfadenitis inespecifica no especificada|D
I89.0|Linfedema, no clasificado bajo otro concepto|D
I89.1|Linfangitis|D
I89.8|Otros trastornos no infecciosos especificados de vasos y ganglios linfaticos|D
I89.9|Trastorno no infeccioso de vasos y ganglios linfaticos, no especificado|D
I95.0|Hipotension idiopatica|D
I95.1|Hipotension ortostatica|D
I95.2|Hipotension debida a farmacos|D
I95.3|Hipotension de la hemodialisis|D
I95.81|Hipotension posprocedimiento|D
I95.89|Otra hipotension|D
I95.9|Hipotension, no especificada|D
I96|Gangrena, no clasificada bajo otro concepto|D
I97.0|Sindrome poscardiotomia|D
I97.110|Hipofuncion cardiaca posprocedimiento despues de cirugia cardiaca|D
I97.111|Hipofuncion cardiaca posprocedimiento despues de otros tipos de cirugia|D
I97.120|Paro cardiaco posprocedimiento despues de cirugia cardiaca|D
I97.121|Paro cardiaco posprocedimiento despues de otros tipos de cirugia|D
I97.130|Insuficiencia cardiaca posprocedimiento despues de cirugia cardiaca|D
I97.131|Insuficiencia cardiaca posprocedimiento despues de otros tipos de cirugia|D
I97.190|Otros trastornos cardiacos funcionales posprocedimiento despues de cirugia cardiaca|D
I97.191|Otros trastornos cardiacos funcionales posprocedimiento despues de otros tipos de cirugia|D
I97.2|Sindrome de linfedema posmastectomia|D
I97.3|Hipertension posprocedimiento|D
I97.410|Hemorragia y hematoma intraoperatorios de organo o estructura de aparato circulatorio que complica un cateterismo cardiaco|D
I97.411|Hemorragia y hematoma intraoperatorios de organo o estructura de aparato circulatorio que complica una derivacion cardiaca|D
I97.418|Hemorragia y hematoma intraoperatorios de organo o estructura de aparato circulatorio que complica otro procedimiento de aparato circulatorio|D
I97.42|Hemorragia y hematoma intraoperatorios de organo o estructura de aparato circulatorio que complica otro procedimiento|D
I97.51|Puncion y desgarro accidentales de organo o estructura del aparato circulatorio durante un procedimiento de aparato circulatorio|D
I97.52|Puncion y desgarro accidentales de organo o estructura del aparato circulatorio durante otro tipo de procedimiento|D
I97.610|Hemorragia y hematoma posprocedimiento de un organo o estructura de aparato circulatorio despues de cateterismo cardiaco|D
I97.611|Hemorragia y hematoma posprocedimiento de un organo o estructura de aparato circulatorio o estructura despues de derivacion cardiaca|D
I97.618|Hemorragia y hematoma posprocedimiento de un organo o estructura de aparato circulatoriodespues de otro tipo de procedimiento de aparato circulatorio|D
I97.62|Hemorragia y hematoma posprocedimiento de un organo o estructura de aparato circulatorio despues de otro tipo de procedimiento|D
I97.710|Parada cardiaca intraoperatoria durante cirugia cardiaca|D
I97.711|Parada cardiaca intraoperatoria durante otra cirugia|D
I97.790|Otros trastornos funcionales cardiacos intraoperatorios durante cirugia cardiaca|D
I97.791|Otros trastornos funcionales cardiacos intraoperatorios durante otra cirugia|D
I97.810|Infarto cerebrovascular intraoperatorio durante cirugia cardiaca|D
I97.811|Infarto cerebrovascular intraoperatorio durante otra cirugia|D
I97.820|Infarto cerebrovascular posprocedimiento despues de cirugia cardiaca|D
I97.821|Infarto cerebrovascular posprocedimiento despues de otra cirugia|D
I97.88|Otras complicaciones intraoperatorias de aparato circulatorio, no clasificados bajo otro concepto|D
I97.89|Otras complicaciones y trastornos posprocedimiento de aparato circulatorio, no clasificados bajo otro concepto|D
I99.8|Otros trastornos de aparato circulatorio|D
I99.9|Trastorno de aparato circulatorio no especificado|D
