TEXTO;CORRECCION
atripla;atriplo
intimidades;intimidad
sobresalientes;sobresaliente
dolientes;doliente
psiques;psique
checoslovaca;checoslovaco
saudades;saudade
jugarretas;jugarreta
acres;acre
reformateos;reformateo
socialdemocracias;socialdemocracia
olita;ola
ocres;ocre
machistas;machista
atendera;atendero
riegos;riego
antesalas;antesala
ladridos;ladrido
maldiciones;maldición
blasfemias;blasfemia
malleus;malleu
progresistas;progresista
abducciones;abducción
interpres;interpre
polidicos;polido
didicos;dido
cisnes;cisne
yerbas;yerba
reevaluaciones;reevaluación
castellanoparlantes;castellanoparlante
valladares;valladar
presidiaria;presidiario
marxistas;marxista
efectuaciones;efectuación
librecambistas;librecambista
antifascistas;antifascista
sosias;sosia
fascistas;fascista
objetividades;objetividad
habitualidades;habitualidad
veritas;vera
archiconocidos;archiconocido
insomnios;insomnio
despilfarros;despilfarro
falangistas;falangista
protohumores;protohumor
alientos;aliento
individuaciones;individuación
costuras;costura
proscripciones;proscripción
praderas;pradera
ecologistas;ecologista
reservistas;reservista
cientificistas;cientificista
reificaciones;reificación
cuervos;cuervo
interactivistas;interactivista
pseudoenfermedades;pseudoenfermedad
microacciones;microacción
ectoplasmas;ectoplasma
bajistas;bajista
radicalismos;radicalismo
cubistas;cubista
prontos;pronto
gallegos;gallego
viudas;viudo
entusiastas;entusiasta
palabrotas;palabrota
claras;clara
ilusa;iluso
lusa;luso
retraimientos;retraimiento
apareamientos;apareamiento
opresiones;opresión
protenicas;protena
nombramientos;nombramiento
neozelandesa;neozelandés
sintagmas;sintagma
confesa;confeso
eliminaciones;eliminación
rings;ring
voliciones;volición
cuartetos;cuarteto
folklores;folklore
subniveles;subnivel
yenes;yen
presagios;presagio
parlamentos;parlamento
islandesa;islandés
subjets;subjet
preparadores;preparador
cancelaciones;cancelación
claudicaciones;claudicación
complementariedades;complementariedad
fragmentaciones;fragmentación
susceptibilidades;susceptibilidad
prestadores;prestador
goterones;goterón
cadencias;cadencia
asideros;asidero
pantuflas;pantufla
copos;copo
alavesa;alavés
desgarramientos;desgarramiento
inquinas;inquina
bauelos;bao
bajas;baja
condrocitos;condrocito
osteoblastos;osteoblasto
chaperona;chapera
seroconversiones;seroconversión
revacunaciones;revacunación
biologicals;biological
inmunizaciones;inmunización
hiperpotasemias;hiperpotasemia
facilidades;facilidad
tibias;tibia
torcica;torca
moers;moer
potos;poto
sextantes;sextante
criptas;cripta
tarsos;tarso
amplificaciones;amplificación
consentimientos;consentimiento
levaduras;levadura
mohos;moho
frascos;frasco
hifas;hifa
pirimidinas;pirimidina
trastorcica;trastorca
celadilla;celada
tejuca;teja
containers;container
poliaminas;poliamina
dializadores;dializador
atipica;atipa
intercuartiles;intercuartil
tracica;traca
arcica;arca
interdigitaciones;interdigitación
amanitas;amanita
esferocitos;esferocito
bacteriemias;bacteriemia
ancap;ancapítulo
microfluidos;microfluido
aloanticuerpos;aloanticuerpo
aloinjertos;aloinjerto
hemaglutininas;hemaglutinina
isoaglutininas;isoaglutinina
taquipneica;taquipnea
comin;cominuto
permanencias;permanencia
arabica;araba
verborreica;verborrea
tropica;tropa
ascensos;ascenso
maniquea;maniqueo
cloraminas;cloramina
pocillos;pocillo
proteinurias;proteinuria
anexos;anexo
loris;lori
adjudicaciones;adjudicación
ortodoxos;ortodoxo
mielomas;mieloma
barros;barro
vasoconstrictores;vasoconstrictor
depuraciones;depuración
constrictores;constrictor
pablos;pablo
concordancias;concordancia
cobas;coba
subestadios;subestadio
desnutriciones;desnutrición
ingestiones;ingestión
barquera;barquero
biosensores;biosensor
crioaglutininas;crioaglutinina
identificadores;identificador
pirofosfatos;pirofosfato
osteocitos;osteocito
osteoclastos;osteoclasto
microfracturas;microfractura
recolecciones;recolección
atipico;atipo
quintiles;quintil
citoqueratinas;citoqueratina
sinequias;sinequia
retics;retic
eritropoyetinas;eritropoyetina
hiperplasias;hiperplasia
alamedilla;alameda
crioglobulinemias;crioglobulinemia
mellitas;mella
lectinas;lectina
selectinas;selectina
displasias;displasia
oliveros;olivero
areses;ares
epitelios;epitelio
laminillas;laminilla
micropapilas;micropapila
reis;rei
bilirrubinas;bilirrubina
fosfolipasas;fosfolipasa
aguijones;aguijón
filtraciones;filtración
watt;vatio
almendros;almendro
drenajes;drenaje
subproyectos;subproyecto
genotipos;genotipo
glucosurias;glucosuria
amg;amiligramo
manzanos;manzano
stocks;stock
hoyos;hoyo
paraproteinemias;paraproteinemia
nietecitos;nietecito
interleuquinas;interleuquina
subsets;subset
seudogenes;seudogen
cebadores;cebador
saris;sari
reabsorciones;reabsorción
vilas;vila
porras;porra
precongresos;precongreso
microvellosidades;microvellosidad
oocitos;oocito
autosondajes;autosondaje
pastos;pasto
polimialgias;polimialgia
organomegalias;organomegalia
parras;parra
tickets;ticket
efectoras;efector
angiofibromas;angiofibroma
peroxisomas;peroxisoma
preadipocitos;preadipocito
cocultivos;cocultivo
funcionarias;funcionario
hijastros;hijastro
codirectora;codirector
covarianzas;covarianza
gigas;giga
vegazo;vega
globulinas;globulina
inmunoensayos;inmunoensayo
pretratamientos;pretratamiento
perales;peral
betaglobulinas;betaglobulina
escamilla;escama
aita;padre
horita;hora
microtrombos;microtrombo
consolidaciones;consolidación
coloraciones;coloración
pubs;pub
hiponatremias;hiponatremia
pseudoaneurismas;pseudoaneurisma
efectividades;efectividad
amortizaciones;amortización
cansancios;cansancio
paratifoideas;paratifoidea
salces;salce
subfases;subfase
sillones;sillón
postrasplantes;postrasplante
reingeniera;reingeniero
dermatomas;dermatoma
ales;ale
cayados;cayado
lais;lai
remuneraciones;remuneración
libranzas;libranza
interlaboratorios;interlaboratorio
coagulaciones;coagulación
excreciones;excreción
hipercalcemias;hipercalcemia
microenemas;microenema
biobancos;biobanco
presesiones;presesión
duca;d
purinas;purina
cohabitantes;cohabitante
comprobantes;comprobante
extravasaciones;extravasación
condes;conde
subfamilias;subfamilia
radiopacas;radiopaca
manises;maní
amperio;ampere
radianes;radián
microamperios;microamperio
puntales;puntal
polisulfonas;polisulfona
polietersulfonas;polietersulfona
poliamidas;poliamida
cubas;cuba
detritos;detrito
depleciones;depleción
recintos;recinto
comparadores;comparador
transportistas;transportista
sumandos;sumando
rebiopsias;rebiopsia
akl;akilolitro
hipertensiones;hipertensión
ultrafiltraciones;ultrafiltración
reintervenciones;reintervención
nomogramas;nomograma
ferris;ferry
colocaciones;colocación
ausejo;auso
lirios;lirio
albuminurias;albuminuria
pajares;pajar
traveses;través
hipertrigliceridemias;hipertrigliceridemia
morillas;morilla
provitaminas;provitamina
verosimilitudes;verosimilitud
aros;aro
abscisas;abscisa
interposiciones;interposición
permeabilidades;permeabilidad
raquitismos;raquitismo
endosomas;endosoma
grote;gro
procederes;proceder
oliveras;olivera
disregulaciones;disregulación
murtas;murta
vencejos;vencejo
microesferas;microesfera
becarias;becario
covers;cover
ponderaciones;ponderación
haptenos;hapteno
teleconferencias;teleconferencia
pericas;perico
robres;robre
submuestras;submuestra
encinas;encina
constricciones;constricción
incertezas;incerteza
reinfecciones;reinfección
lumbreras;lumbrera
sarrias;sarria
serotipos;serotipo
hits;hit
carnosidades;carnosidad
cuerpecito;cuerpo
variancias;variancia
asteriscos;asterisco
bicarbonatos;bicarbonato
pellejos;pellejo
superinfecciones;superinfección
citratos;citrato
deltas;delta
parrizas;parriza
panas;pana
peroxidasas;peroxidasa
catalasas;catalasa
polifosfatos;polifosfato
quesos;queso
bollos;bollo
raines;rain
nefrones;nefrón
amilasas;amilasa
descansos;descanso
cabrita;cabrito
olimpiadas;olimpiada
tempos;tempo
salvedades;salvedad
weekends;weekend
isotipos;isotipo
tomita;toma
corzos;corzo
narinas;narina
preosteoblastos;preosteoblasto
polito;polo
vacuolas;vacuola
exantemas;exantema
diluyentes;diluyente
microtraumas;microtrauma
humidificadores;humidificador
planillas;planilla
sotillo;soto
sufusiones;sufusión
protooncogenes;protooncogén
autochequeos;autochequeo
conductividades;conductividad
delete;dele
fraudes;fraude
lotes;lote
ortofosfatos;ortofosfato
difosfatos;difosfato
trifosfatos;trifosfato
croquetas;croqueta
sodios;sodio
promielocitos;promielocito
enterocitos;enterocito
reductasas;reductasa
radiocontrastes;radiocontraste
toldos;toldo
multihertz;multihercio
nalgas;nalga
desarrolladores;desarrollador
cooperantes;cooperante
interfaces;interfaz
hormigos;hormigo
aporcentajes;aporcentaje
politransfusiones;politransfusión
trasplantadoras;trasplantadora
asemanas;asemana
oxalatos;oxalato
chaperones;chaperón
radiopacos;radiopaco
vainas;vaina
coriales;corial
ciruelas;ciruela
lactobacilos;lactobacilo
fosforilaciones;fosforilación
quelatos;quelato
caldos;caldo
gelatinas;gelatina
lands;land
magdalenas;magdalena
cruasanes;cruasán
empanadillas;empanadilla
espaguetis;espagueti
pizzas;pizza
yogures;yogur
palitos;palito
nutriciones;nutrición
anlagos;anlago
perfusiones;perfusión
reinfartos;reinfarto
merlos;merlo
nutrimentos;nutrimento
estomas;estoma
peraza;pera
monitorizaciones;monitorización
reentrenamientos;reentrenamiento
acodamientos;acodamiento
desconexiones;desconexión
garrafas;garrafa
reciclajes;reciclaje
coinfecciones;coinfección
trullas;trulla
decrementos;decremento
discontinuaciones;discontinuación
microlitros;microlitro
coformulaciones;coformulación
megamitocondrias;megamitocondria
ablativos;ablativo
mandataria;mandatario
parrales;parral
mases;mas
guayas;guaya
lamininas;laminina
descriptas;descripta
gorrina;gorrino
biterapias;biterapia
explotaciones;explotación
fenoles;fenol
indoles;indol
vicales;vical
figs;figura
pseudotumores;pseudotumor
antimetabolitos;antimetabolito
financiaciones;financiación
drops;drop
malignidades;malignidad
resincronizadores;resincronizador
prerrequisitos;prerrequisito
desagregaciones;desagregación
codificaciones;codificación
pelotas;pelota
descuidos;descuido
irrigaciones;irrigación
pericitos;perico
lipodistrofias;lipodistrofia
recas;reca
garrapatas;garrapata
biociencias;biociencia
bioimpedancias;bioimpedancia
ovalocitos;ovalocito
acl;acentilitro
flatos;flato
bubones;bubón
zancadas;zancada
hambrunas;hambruna
procesiones;procesión
pestilencias;pestilencia
intemperies;intemperie
algebristas;algebrista
proemios;proemio
provechos;provecho
bodegas;bodega
perfumera;perfumero
rizomas;rizoma
precariedades;precariedad
terradillos;terrado
triunfos;triunfo
epistolarios;epistolario
rebas;reba
gladiadores;gladiador
recetarios;recetario
florilegios;florilegio
copistas;copista
portentos;portento
venganzas;venganza
meretrices;meretriz
engendros;engendro
monstruosidades;monstruosidad
variabilidades;variabilidad
figurillas;figurilla
estandartes;estandarte
tripulantes;tripulante
cuestaciones;cuestación
abastecimientos;abastecimiento
politiques;politique
croissantes;croissant
reprises;reprís
malgr;malgramo
profesoras;profesor
imperios;imperio
teodiceas;teodicea
caracterizaciones;caracterización
improntas;impronta
dragomanes;dragomán
lanas;lana
piastras;piastra
antorchas;antorcha
panderos;pandero
convites;convite
villorrios;villorrio
levantamientos;levantamiento
rapacidades;rapacidad
trasuntos;trasunto
africanistas;africanista
embajadas;embajada
condecoraciones;condecoración
visires;visir
faros;faro
fondas;fonda
caciques;cacique
principados;principado
cainitas;cainita
logreros;logrero
regionalismos;regionalismo
oftalmias;oftalmia
consulados;consulado
estepas;estepa
aglomeraciones;aglomeración
selvas;selva
asentamientos;asentamiento
mosquitos;mosquito
intemporalidades;intemporalidad
decrecimientos;decrecimiento
abrevaderos;abrevadero
dehesas;dehesa
enterramientos;enterramiento
trocitos;trocito
destilaciones;destilación
purificaciones;purificación
alquimistas;alquimista
orfebres;orfebre
transmutaciones;transmutación
calenturas;calentura
riberas;ribera
sofisticaciones;sofisticación
tanteos;tanteo
lazaretos;lazareto
habitudes;habitud
cuarentenas;cuarentena
ciudadelas;ciudadela
torreones;torreón
cueros;cuero
fardos;fardo
tinglados;tinglado
fumigaciones;fumigación
segregaciones;segregación
intendentes;intendente
fosos;foso
endemias;endemia
clamores;clamor
laderas;ladera
flagelos;flagelo
ferrocarriles;ferrocarril
plaquitas;plaquita
inhumaciones;inhumación
neandertales;neandertal
muescas;muesca
pictogramas;pictograma
bosquimanos;bosquimano
prehistoriadores;prehistoriador
lunaciones;lunación
notaciones;notación
raspadores;raspador
zapadores;zapador
arreglos;arreglo
lanzamientos;lanzamiento
bombarderos;bombardero
calcos;calco
trito;trío
abreviaciones;abreviación
persistencias;persistencia
acederas;acedera
hervideros;hervidero
sulfurito;sulfuro
archiconocida;archiconocido
electuarios;electuario
liebres;liebre
vasijas;vasija
raspaduras;raspadura
dirhams;dirham
tragos;trago
grullas;grulla
patos;pato
dinares;dinar
poleos;poleo
pichones;pichón
higos;higo
membrillos;membrillo
pepitas;pepita
melocotones;melocotón
ventosidades;ventosidad
albaricoques;albaricoque
rumiantes;rumiante
pistoleros;pistolero
parabolas;parabola
elles;elle
condimentos;condimento
acetrera;acetrero
confitera;confitero
aguardientes;aguardiente
vinagres;vinagre
reordenamientos;reordenamiento
reconfiguraciones;reconfiguración
internautas;internauta
burdeles;burdel
mestizajes;mestizaje
royalties;royalty
ajedrecistas;ajedrecista
conservacionistas;conservacionista
donjuanes;donjuán
cartillas;cartilla
adulteraciones;adulteración
internalismos;internalismo
difusionismos;difusionismo
maduraciones;maduración
misericordias;misericordia
hermandades;hermandad
camadas;camada
miasmas;miasma
loteras;lotero
teles;tele
libertos;liberto
concejales;concejal
paulistas;paulista
pulgas;pulga
exportaciones;exportación
conejillos;conejillo
equipajes;equipaje
trechos;trecho
contrapartidas;contrapartida
lujos;lujo
harinas;harina
papillas;papilla
concejos;concejo
curanderas;curandero
amuletos;amuleto
barns;barn
radioscopias;radioscopia
mensualidades;mensualidad
asesoramientos;asesoramiento
bultos;bulto
lingotes;lingote
encamaciones;encamación
alcaldes;alcalde
lugartenencias;lugartenencia
componedores;componedor
pleitos;pleito
ensalmos;ensalmo
altezas;alteza
trociscos;trocisco
lugartenientes;lugarteniente
justicias;justicia
maestres;maestre
adarmes;adarme
oculistas;oculista
resenados;resenado
fonendoscopios;fonendoscopio
partera;partero
servidora;servidor
virreinatos;virreinato
tampones;tampón
historiadoras;historiador
reemplazos;reemplazo
reclutamientos;reclutamiento
circunscripciones;circunscripción
estaturas;estatura
subsistencias;subsistencia
alistamientos;alistamiento
pulgadas;pulgada
olmedilla;olmeda
adelantamientos;adelantamiento
canteros;cantero
cajistas;cajista
escupideras;escupidera
vicedirectora;vicedirector
melanesios;melanesio
espolios;espolio
frisos;friso
huacas;huaca
orugas;oruga
mercadillos;mercadillo
ascensores;ascensor
chozas;choza
pocilgas;pocilga
gora;ágora
arrabales;arrabal
latifundios;latifundio
objetivaciones;objetivación
estancieros;estanciero
matanzas;matanza
disruptores;disruptor
latifundistas;latifundista
territorializaciones;territorialización
relevos;relevo
proxenetas;proxeneta
suspiros;suspiro
rufianes;rufián
metapartidarias;metapartidario
conveniencias;conveniencia
resarcimientos;resarcimiento
fundamentaciones;fundamentación
demoliciones;demolición
peregrinaciones;peregrinación
cortometrajes;cortometraje
balilla;bala
fichajes;fichaje
capitas;capa
desamortizaciones;desamortización
supuraciones;supuración
costanilla;costana
ventanales;ventanal
pastelillos;pastelillo
legajos;legajo
embrocaciones;embrocación
demogr;demogramo
consistorios;consistorio
estadillos;estadillo
configuradores;configurador
progresiones;progresión
meteoros;meteoro
parages;parage
fortificaciones;fortificación
egresos;egreso
contrapropuestas;contrapropuesta
maladives;maladive
prestadora;prestador
reparticiones;repartición
nominadora;nominador
molas;mola
nsito;no
juezas;juez
senadora;senador
senadoras;senador
actoras;actora
abstenciones;abstención
boticaria;boticario
oradores;orador
regeneracionismos;regeneracionismo
arsenales;arsenal
recovecos;recoveco
aprensiones;aprensión
atolladeros;atolladero
mimetismos;mimetismo
espuelas;espuela
microdesigualdades;microdesigualdad
mentoras;mentor
desinfecciones;desinfección
comis;comi
vicepresidentes;vicepresidente
vicepresidencias;vicepresidencia
inoculaciones;inoculación
ortopedas;ortopeda
pedagogas;pedagogo
adoctrinamientos;adoctrinamiento
consiliarios;consiliario
ubicaciones;ubicación
fraternidades;fraternidad
juventudes;juventud
cuadernillos;cuadernillo
falces;falce
comadrones;comadrón
jefas;jefe
maceraciones;maceración
propres;propre
melgares;melgar
llanera;llanero
admoniciones;admonición
conejas;conejo
arabistas;arabista
merecimientos;merecimiento
bandoleros;bandolero
cocciones;cocción
panoramas;panorama
encumbramientos;encumbramiento
caudillos;caudillo
reprobaciones;reprobación
camilleros;camillero
callistas;callista
peluqueros;peluquero
entretenimientos;entretenimiento
adulterios;adulterio
vaciedades;vaciedad
asimilaciones;asimilación
resignificaciones;resignificación
monopolistas;monopolista
bajezas;bajeza
subdelegaciones;subdelegación
mulas;mulo
difamaciones;difamación
expectorantes;expectorante
astenias;astenia
cefalalgias;cefalalgia
neurastenias;neurastenia
dismenorreas;dismenorrea
quijotes;quijote
fusilamientos;fusilamiento
aceros;acero
moragas;moraga
clientas;cliente
deslandres;deslandre
auroras;aurora
lluvias;lluvia
claraboyas;claraboya
fatalidades;fatalidad
comulgatorios;comulgatorio
catalejos;catalejo
stars;star
planetariums;planetarium
argamasilla;argamasa
marqueses;marqués
decoros;decoro
premoniciones;premonición
gamazo;gama
bisagras;bisagra
espesores;espesor
reinterpretaciones;reinterpretación
posguerras;posguerra
sultanes;sultán
regeneracionistas;regeneracionista
elencos;elenco
substitutos;substituto
velilla;vela
conminaciones;conminación
tangos;tango
conformadores;conformador
yacimientos;yacimiento
rencillas;rencilla
asbestos;asbesto
barcas;barca
faunas;fauna
castores;castor
protuberancias;protuberancia
jirafas;jirafa
extrapolaciones;extrapolación
caricaturistas;caricaturista
rinocerontes;rinoceronte
dinosaurios;dinosaurio
aparadores;aparador
pandits;pandit
parloteos;parloteo
tangas;tanga
providas;provida
madrinas;madrina
pimientas;pimienta
peregrinajes;peregrinaje
pasquines;pasquín
preis;prei
dinastas;dinasta
apogeos;apogeo
retrogradaciones;retrogradación
alineaciones;alineación
deles;dele
ascetas;asceta
sexenios;sexenio
dedicatorias;dedicatoria
ardides;ardid
archiveros;archivero
complexiones;complexión
lienzos;lienzo
manojos;manojo
ajos;ajo
uvas;uva
yemas;yema
limones;limón
confituras;confitura
cancros;cancro
truchuelas;truchuela
superfluidades;superfluidad
codornices;codorniz
berzas;berza
borrajas;borraja
superficialidades;superficialidad
terios;terio
uncias;uncia
enojos;enojo
toronjas;toronja
ameos;ameo
comeres;comer
fons;fon
postillas;postilla
julepes;julepe
interpolaciones;interpolación
castros;castro
remis;remi
mixtificaciones;mixtificación
tropos;tropo
retorcimientos;retorcimiento
trasiegos;trasiego
retroalimentaciones;retroalimentación
moralejas;moraleja
barracas;barraca
shorts;short
sangradores;sangrador
ministras;ministro
punilla;puna
reclamantes;reclamante
adquirientes;adquiriente
emprendimientos;emprendimiento
bodys;body
paramentos;paramento
solarios;solario
furias;furia
musichalls;musichall
ilegalidades;ilegalidad
francmasones;francmasón
grandilocuencias;grandilocuencia
siropes;sirope
anunciantes;anunciante
pajaritos;pajarito
dossieres;dossier
exhibiciones;exhibición
contrariedades;contrariedad
intemperancias;intemperancia
materializaciones;materialización
escribientes;escribiente
rochas;rocha
chirigotas;chirigota
bufonadas;bufonada
neurocirujanos;neurocirujano
curvaturas;curvatura
subclasificaciones;subclasificación
prominencias;prominencia
puntitos;puntito
rayaduras;rayadura
granitos;granito
oquedades;oquedad
primordios;primordio
archigenes;archigen
importaciones;importación
prosistas;prosista
erasmismos;erasmismo
evacuativos;evacuativo
plegarias;plegaria
recuadros;recuadro
medallas;medalla
daguerrotipos;daguerrotipo
coart;coartículo
instrumentalistas;instrumentalista
burocracias;burocracia
injerencias;injerencia
ciclotrones;ciclotrón
reactores;reactor
armamentos;armamento
metabolismos;metabolismo
curios;curio
resquicios;resquicio
carpinteros;carpintero
cerrajeros;cerrajero
panaderos;panadero
ropitas;ropa
seoritas;seor
mitones;mitón
gorras;gorra
jubones;jubón
toquillas;toquilla
refajos;refajo
chaquetas;chaqueta
puericultores;puericultor
hijitos;hijo
socialcristianos;socialcristiano
palcos;palco
butacas;butaca
economatos;economato
capitalismos;capitalismo
liberalismos;liberalismo
comunismos;comunismo
pluses;plus
oficinistas;oficinista
rosarios;rosario
piscinas;piscina
frontones;frontón
coproducciones;coproducción
viruelas;viruela
contrapruebas;contraprueba
catecismos;catecismo
mayorazgos;mayorazgo
coherederos;coheredero
vidrios;vidrio
tesinas;tesina
desvados;desvado
entremeses;entremés
pales;pal
macroexplotaciones;macroexplotación
nacionalizaciones;nacionalización
fabricaciones;fabricación
microformaciones;microformación
taxidermistas;taxidermista
zoos;zoo
dioramas;diorama
semblanzas;semblanza
desalojos;desalojo
feminidades;feminidad
ornamentaciones;ornamentación
imperialismos;imperialismo
circos;circo
reliquias;reliquia
displays;display
propagaciones;propagación
disectora;disector
peanas;peana
cobros;cobro
embalsamamientos;embalsamamiento
reversos;reverso
loba;lobo
dulzuras;dulzura
reelaboraciones;reelaboración
profanaciones;profanación
androides;androide
alamedas;alameda
sotillos;soto
desvelos;desvelo
sulfuros;sulfuro
testificantes;testificante
alpargatas;alpargata
botellitas;botella
ediles;edil
millas;milla
procuradora;procurador
antics;antic
cortaduras;cortadura
anacardos;anacardo
jaboncillos;jaboncillo
palillos;palillo
raigones;raigón
cestilla;cesta
botecillos;bote
lamparones;lamparón
unciones;unción
infinidades;infinidad
caramuzales;caramuzal
badulaques;badulaque
doms;dom
remeros;remero
sobornos;soborno
canillas;canilla
matriculaciones;matriculación
impugnaciones;impugnación
improperios;improperio
homosexualidades;homosexualidad
rendas;renda
lupanares;lupanar
eyaculaciones;eyaculación
predilecciones;predilección
factos;facto
rendijas;rendija
maricones;maricón
requiebros;requiebro
depravaciones;depravación
alfabetos;alfabeto
substracciones;substracción
sizigias;sizigia
declamaciones;declamación
archivistas;archivista
sepulturas;sepultura
petrificaciones;petrificación
fosilizaciones;fosilización
invernaderos;invernadero
aguatintas;aguatinta
acuarelas;acuarela
coloris;colori
toesas;toesa
cordilleras;cordillera
herborizaciones;herborización
hibridaciones;hibridación
polinizaciones;polinización
pepinos;pepino
calabazas;calabaza
esnobismos;esnobismo
extranjerismos;extranjerismo
bachilleres;bachiller
arrobos;arrobo
hiatos;hiato
biosanitarias;biosanitario
autoritarismos;autoritarismo
tematizaciones;tematización
fascismos;fascismo
alocuciones;alocución
concupiscencias;concupiscencia
botines;botín
propaganditas;propaganda
incrustaciones;incrustación
fiadores;fiador
presidencias;presidencia
subsecretaria;subsecretario
logotipos;logotipo
precipitadores;precipitador
terrones;terrón
subjefa;subjefe
muladares;muladar
basureros;basurero
combustiones;combustión
tolvaneras;tolvanera
gasolinas;gasolina
motocicletas;motocicleta
dispendios;dispendio
amparos;amparo
faquires;faquir
trileros;trilero
ilusionistas;ilusionista
bulevares;bulevar
teas;tea
coprotagonistas;coprotagonista
drives;drive
duos;duo
plastias;plastia
ictericias;ictericia
sports;sport
magisterios;magisterio
deferencias;deferencia
culebras;culebra
renglones;renglón
macronutrientes;macronutriente
taninos;tanino
tocoferoles;tocoferol
tomates;tomate
cerezas;cereza
dispepsias;dispepsia
tisanas;tisana
leches;leche
repostera;repostero
charcutera;charcutero
temarios;temario
villares;villar
tesauros;tesauro
bacteriocinas;bacteriocina
bifidobacterias;bifidobacteria
puerros;puerro
fusobacterias;fusobacteria
micos;mico
yogurt;yogur
yogurts;yogur
gambas;gamba
dehiscencias;dehiscencia
sincronizadores;sincronizador
betacarotenos;betacaroteno
multinutrientes;multinutriente
fideos;fideo
macrominerales;macromineral
sardinas;sardina
carcasas;carcasa
fitosteroles;fitosterol
bibas;biba
agricultoras;agricultor
calzadilla;calzada
hidruros;hidruro
desayunos;desayuno
jacas;jaca
langostinos;langostino
arroces;arroz
fluoruros;fluoruro
expendios;expendio
frijoles;fríjol
tortitas;tortita
tortillas;tortilla
malnutriciones;malnutrición
pastelera;pastelero
radioterapeutas;radioterapeuta
reposos;reposo
fenotiacinas;fenotiacina
obesidades;obesidad
hamsters;hámster
microsomas;microsoma
kappas;kappa
motilla;mota
biodisponibilidades;biodisponibilidad
duraciones;duración
hiperlipemias;hiperlipemia
suspensiones;suspensión
catadores;catador
mugueta;muga
bandejas;bandeja
lunches;lunch
bocadillos;bocadillo
mediosaltos;mediosalto
chips;chip
microplacas;microplaca
atopias;atopia
cuatrienios;cuatrienio
redecillas;redecilla
brines;brin
superespecialidades;superespecialidad
sintetizadores;sintetizador
hospedera;hospedero
sorderas;sordera
meatos;meato
odontalgias;odontalgia
micelas;micela
forums;fórum
quebrantos;quebranto
zorzales;zorzal
ollas;olla
pistos;pisto
candiles;candil
carrillos;carrillo
camaranchones;camaranchón
mesejo;mes
microaspiraciones;microaspiración
osmolaridades;osmolaridad
bastidas;bastida
bioactividades;bioactividad
reoperaciones;reoperación
cdroms;cd-rom
matillas;mata
silleras;sillero
boqueras;boquera
serinas;serina
macarrones;macarrón
aversiones;aversión
freiduras;freidura
mataderos;matadero
venados;venado
sulfitos;sulfito
pops;pop
alcornocales;alcornocal
microtituladoras;microtitulador
bioconservantes;bioconservante
cerebelos;cerebelo
dietarios;dietario
microbiotas;microbiota
cabrejas;cabra
flavonas;flavona
dienos;dieno
biofrutas;biofruto
nopales;nopal
liposomas;liposoma
xantofilas;xantofila
mostos;mosto
ciclodextrinas;ciclodextrina
trigos;trigo
cocineros;cocinero
murillas;mura
macromicronutrientes;macromicronutriente
fanegas;fanega
dextrinas;dextrina
metabolis;metaboli
politraumatismos;politraumatismo
neutrones;neutrón
seudoquistes;seudoquiste
polioles;poliole
dividendos;dividendo
poliglutamatos;poliglutamato
ghettos;ghetto
cornales;cornal
conformidades;conformidad
erogaciones;erogación
proporcionalidades;proporcionalidad
politraumas;politrauma
recovers;recover
autoanalizadores;autoanalizador
guarismos;guarismo
animaciones;animación
dietitas;dieta
coterapeutas;coterapeuta
releases;release
huesecillos;huesecillo
boliches;boliche
perdedora;perdedor
balanzas;balanza
lechugas;lechuga
endivias;endivia
monocarbonadas;monocarbonada
aguacates;aguacate
metamielocitos;metamielocito
autosep;autoseptiembre
perdedoras;perdedor
subtotales;subtotal
viscosidades;viscosidad
pavimentos;pavimento
furgones;furgón
palets;palet
tolvas;tolva
sobrecalentamientos;sobrecalentamiento
varillas;varilla
websites;website
croissants;croissant
oxidaciones;oxidación
mousses;mousse
microalgas;microalga
onsets;onset
padrones;padrón
carbonilos;carbonilo
colgajos;colgajo
incubadoras;incubadora
citocromos;citocromo
bioensayos;bioensayo
isotiocianatos;isotiocianato
transferrinas;transferrina
vilela;vilelo
twists;twist
monocarbonados;monocarbonado
polianiones;polianión
instauraciones;instauración
deshidrogenasas;deshidrogenasa
microdominios;microdominio
babuinos;babuino
solanas;solana
perioperativos;perioperativo
contajes;contaje
embudos;embudo
peptonas;peptona
astronautas;astronauta
acacias;acacia
flanes;flan
subestudios;subestudio
ais;ai
microelementos;microelemento
sobreesfuerzos;sobreesfuerzo
caquexias;caquexia
broquetas;broqueta
captaciones;captación
distrofias;distrofia
subvariedades;subvariedad
chocolatinas;chocolatina
palomitas;palomita
internaciones;internación
silicatos;silicato
quininas;quinina
cuchillas;cuchilla
cordeles;cordel
bezoares;bezoar
soldaduras;soldadura
sobreestimaciones;sobreestimación
secretarias;secretario
autocontroles;autocontrol
despres;despre
disfagias;disfagia
gastroscopias;gastroscopia
holdings;holding
terneras;ternero
viosa;vioso
substituciones;substitución
ohms;ohm
vicedirecciones;vicedirección
naos;nao
polimerasas;polimerasa
opalescencias;opalescencia
biofosfonatos;biofosfonato
girones;girón
salmones;salmón
ceros;cero
pasarelas;pasarela
arneses;arnés
exotoxinas;exotoxina
citolisinas;citolisina
antitrombinas;antitrombina
noguerales;nogueral
melanocitos;melanocito
lisozimas;lisozima
delecciones;delección
microadenomas;microadenoma
