TEXTO;CORRECCION
espumosas;espumoso
centrales;central
estables;estable
específicas;específico
culpables;culpable
infecciosos;infeccioso
reactivas;reactivo
radicales;radical
éstos;este
tóxicos;tóxico
epidemiológicos;epidemiológico
fumadores;fumador
precursores;precursor
inflamatorias;inflamatorio
intestinos;intestino
propios;propio
plaquetarios;plaquetario
apartados;apartar
saludables;saludable
biliares;biliar
las;lo
diagnósticos;diagnóstico
temporales;temporal
permanentes;permanente
auriculoventriculares;auriculoventricular
seguidas;seguir
potenciales;potencial
internodales;internodal
extremos;extremo
azules;azul
terminales;terminal
ligeros;ligero
congénitas;congénito
raros;raro
llamadas;llamar
primarias;primario
raras;raro
ancianos;anciano
quirúrgicas;quirúrgico
electrolíticas;electrolítico
tricíclicos;tricíclico
hablamos;hablar
incompletos;incompleto
rítmicas;rítmico
esas;ese
cuyos;cuyo
mecánicos;mecánico
consiguientes;consiguiente
desarrollados;desarrollar
ostiales;ostial
diversos;diverso
últimos;último
bebidas;beber
alcohólicas;alcohólico
metabólicas;metabólico
sanitarios;sanitario
escleróticos;esclerótico
inmodificables;inmodificable
menopáusicas;menopáusico
hereditarios;hereditario
naturales;natural
anticonceptivos;anticonceptivo
orales;oral
fumadoras;fumador
celulares;celular
elásticas;elástico
estructurales;estructural
letales;letal
asistólicas;asistólico
terapéuticos;terapéutico
productores;productor
severas;severo
valvulares;valvular
primeras;primero
desconocidas;desconocer
colegas;colega
exitosas;exitoso
unos;uno
ciegas;ciego
posteriores;posterior
postoperatorias;postoperatorio
globales;global
pequeños;pequeño
congénitos;congénito
neurológicos;neurológico
transitorios;transitorio
respiratorias;respiratorio
derechas;derecho
compuestos;componer
pocos;poco
apicales;apical
asintomáticos;asintomático
moderados;moderar
tardías;tardío
interventriculares;interventricular
únicos;único
membranosos;membranoso
infundibulares;infundibular
permeables;permeable
caras;caro
contiguas;contiguo
internos;interno
finas;fino
cuerdas;cuerdo
tendinosas;tendinoso
papilares;papilar
sigmoideas;sigmoideo
contráctiles;contráctil
vecinas;vecino
izquierdos;izquierdo
nerviosas;nervioso
simpáticos;simpático
cervicales;cervical
regulares;regular
suprarrenales;suprarrenal
nerviosos;nervioso
simpáticas;simpático
cambiantes;cambiante
periódicas;periódico
conocidos;conocer
leves;leve
incompatibles;incompatible
usuales;usual
ordenadas;ordenar
anómalos;anómalo
sonoras;sonoro
funcionales;funcional
ionizantes;ionizante
visibles;visible
auxiliares;auxiliar
branquiales;branquial
aórticas;aórtico
independientes;independiente
proporcionales;proporcional
célebres;célebre
basadas;basar
suficientes;suficiente
excesivos;excesivo
felinos;felino
mitrales;mitral
pericárdicos;pericárdico
labradores;labrador
voluminosas;voluminoso
antiinflamatorios;antiinflamatorio
húmedos;húmedo
avanzadas;avanzar
asistentes;asistente
torácicas;torácico
los;lo
sucesivos;sucesivo
modernos;moderno
nuevas;nuevo
desfibriladores;desfibrilador
convencionales;convencional
manuales;manual
seguros;seguro
visuales;visual
comerciales;comercial
deportivas;deportivo
deportivos;deportivo
extrahospitalarias;extrahospitalario
agudos;agudo
anuales;anual
súbitos;súbito
europeos;europeo
cercanas;cercano
últimas;último
sanitarias;sanitario
originarias;originario
arrítmicos;arrítmico
súbitas;súbito
precordiales;precordial
aneurismáticas;aneurismático
anteriores;anterior
prematuros;prematuro
cuyas;cuyo
malos;malo
pruebas;probar
secundarios;secundario
espirales;espiral
estándares;estándar
rebanadas;rebanar
unidimensionales;unidimensional
concretas;concreto
contrastes;contrastar
izquierdas;izquierdo
cortos;corto
paraesternales;paraesternal
coronales;coronal
colocamos;colocar
coronarios;coronario
complementarias;complementario
anómalas;anómalo
inherentes;inherente
esofágicos;esofágico
significativos;significativo
tricuspídeas;tricuspídeo
restrictivas;restrictivo
infiltrantes;infiltrante
diagnósticas;diagnóstico
les;le
eléctricas;eléctrico
terapéuticas;terapéutico
antiarrítmicas;antiarrítmico
insertas;inserto
opacas;opaco
protésicas;protésico
enfermos;enfermo
intravenosas;intravenoso
fisiológicos;fisiológico
dentales;dental
cruentos;cruento
adictos;adicto
negativos;negativo
resistentes;resistente
subagudas;subagudo
urológicas;urológico
virulentas;virulento
fijadoras;fijador
distantes;distante
ilícitas;ilícito
virulentos;virulento
articulares;articular
cutáneas;cutáneo
rojas;rojo
indoloras;indoloro
subcutáneas;subcutáneo
dolorosas;doloroso
hipocráticos;hipocrático
difíciles;difícil
antifosfolípidos;antifosfolípido
antibióticos;antibiótico
positivos;positivo
oscilantes;oscilante
conjuntivales;conjuntival
inmunológicos;inmunológico
consistentes;consistente
sépticos;séptico
los;lo
médicas;médico
patógenos;patógeno
infecciosas;infeccioso
estériles;estéril
únicas;único
mononucleares;mononuclear
granulomatosas;granulomatoso
estadounidenses;estadounidense
clásicas;clásico
silentes;silente
neurológicas;neurológico
sistémicas;sistémico
adicionales;adicional
muertos;morir
disponibles;disponible
primarios;primario
hechos;hacer
crónicas;crónico
tratables;tratable
reversibles;reversible
predecesores;predecesor
oportunas;oportuno
activos;activo
esos;ese
patológicas;patológico
minuciosas;minucioso
sistólicas;sistólico
diuréticos;diurético
secundarias;secundario
bronquiales;bronquial
iniciales;inicial
subóptimos;subóptimo
caóticos;caótico
arrítmicas;arrítmico
fuertes;fuerte
azarosas;azaroso
descoordinados;descoordinado
cerebrovasculares;cerebrovascular
diarias;diario
ambulatorios;ambulatorio
intervencionistas;intervencionista
tradicionales;tradicional
directos;directo
directrices;directriz
excluyentes;excluyente
duales;dual
implicadas;implicar
indicativos;indicativo
subyacentes;subyacente
actuales;actual
farmacológicas;farmacológico
proarrítmicos;proarrítmico
colaterales;colateral
nuevos;nuevo
propias;propio
iónicas;iónico
amplias;amplio
dependientes;dependiente
les;le
inestables;inestable
seguras;seguro
corneales;corneal
cardiotónicos;cardiotónico
antiplaquetarios;antiplaquetario
farmacológicos;farmacológico
refractarios;refractario
internacionales;internacional
protectoras;protector
orgánicas;orgánico
tensionales;tensional
hipertensos;hipertenso
recientes;reciente
urbanas;urbano
rurales;rural
atribuibles;atribuible
traumáticas;traumático
plenas;pleno
sendas;sendos
exógenas;exógeno
simpaticomiméticos;simpaticomimético
parenquimatosas;parenquimatoso
intrínsecas;intrínseco
extrínsecas;extrínseco
compresivas;compresivo
bulbares;bulbar
medulares;medular
encefálicos;encefálico
ambientales;ambiental
estresantes;estresante
prósperas;próspero
causantes;causante
relativos;relativo
rígidos;rígido
propensos;propenso
viejos;viejo
pulsátiles;pulsátil
evidentes;evidente
propuestas;proponer
poligénicas;poligénico
periféricas;periférico
venosos;venoso
patológicos;patológico
exudados;exudar
retinianas;retiniano
venosas;venoso
lacunares;lacunar
perjudiciales;perjudicial
viscoelásticas;viscoelástico
remanentes;remanente
regionales;regional
degenerativas;degenerativo
cercanos;cercano
relevantes;relevante
consanguíneos;consanguíneo
situacionales;situacional
dietéticos;dietético
inespecíficos;inespecífico
falsos;falso
aneroides;aneroide
obesos;obeso
audibles;audible
sucesivas;sucesivo
electrónicos;electrónico
nacionales;nacional
domiciliarias;domiciliario
confiables;confiable
ilíacas;ilíaco
crónicos;crónico
arteriovenosos;arteriovenoso
accesorios;accesorio
oculares;ocular
reflejos;reflejo
básicos;básico
ayunas;ayuno
radiológicas;radiológico
humanas;humano
susceptibles;susceptible
técnicos;técnico
científicas;científico
industriales;industrial
ultrasónicas;ultrasónico
guiados;guiar
electromagnéticos;electromagnético
medibles;medible
recogidas;recoger
estáticos;estático
bloqueados;bloquear
blandos;blando
magnéticos;magnético
intensos;intenso
emisores;emisor
detectables;detectable
inconvenientes;inconveniente
comparables;comparable
recomendadas;recomendar
morfológicas;morfológico
bidimensionales;bidimensional
detectores;detector
giratorios;giratorio
anatómicas;anatómico
aleatorias;aleatorio
cuentas;cuenta
nuestros;nuestro
diferenciales;diferencial
hidrosolubles;hidrosoluble
profesionales;profesional
radiográficas;radiográfico
computacionales;computacional
radiológicos;radiológico
bordes;borde
geométricos;geométrico
circulares;circular
elípticos;elíptico
multiplanares;multiplanar
tridimensionales;tridimensional
grises;gris
extensas;extenso
tecnológicos;tecnológico
corticales;cortical
abdominales;abdominal
masculinos;masculino
intensivos;intensivo
estáticas;estático
combinados;combinar
valiosos;valioso
iraníes;iraní
discapacitadas;discapacitado
exteriores;exterior
los;lo
caros;caro
típicos;típico
antiguos;antiguo
físicos;físico
inorgánicos;inorgánico
superconductores;superconductor
claustrofóbicos;claustrofóbico
atómicos;atómico
ortogonales;ortogonal
sagitales;sagital
axiales;axial
espaciales;espacial
inmediatos;inmediato
evitables;evitable
ferromagnéticos;ferromagnético
electromagnéticas;electromagnético
dañinas;dañino
inevitables;inevitable
embarazadas;embarazar
públicos;público
mínimas;mínimo
relativas;relativo
numéricos;numérico
prácticas;práctico
constitutivas;constitutivo
llevadas;llevar
gubernamentales;gubernamental
individuales;individual
automáticos;automático
clásicos;clásico
duraderos;duradero
insuficientes;insuficiente
anticonceptivas;anticonceptivo
serológicos;serológico
espumosos;espumoso
dermatológicos;dermatológico
catastróficas;catastrófico
caóticas;caótico
peligrosos;peligroso
identificables;identificable
transversales;transversal
necróticas;necrótico
compatibles;compatible
cómodos;cómodo
atípicos;atípico
juntos;junto
subsiguientes;subsiguiente
sugestivos;sugestivo
enzimáticos;enzimático
los;lo
estrechas;estrecho
isotópicos;isotópico
repentinas;repentino
sostenidos;sostener
inesperados;inesperado
solubles;soluble
entéricas;entérico
gafas;gafo
analgésicos;analgésico
móviles;móvil
digitálicos;digitálico
económicos;económico
característicos;característico
severos;severo
cruzadas;cruzar
retinianos;retiniano
absolutas;absoluto
físicas;físico
formales;formal
hipertensas;hipertenso
líquidos;líquido
emocionales;emocional
constantes;constante
compensadores;compensador
moduladores;modulador
distales;distal
potentes;potente
vasoconstrictores;vasoconstrictor
respiratorios;respiratorio
nocturnos;nocturno
frías;frío
nocturnas;nocturno
esqueléticos;esquelético
gastrointestinales;gastrointestinal
intravenosos;intravenoso
válidos;válido
hospitalarios;hospitalario
les;le
inotrópicos;inotrópico
congestivos;congestivo
ahorradores;ahorrador
añadidos;añadir
degenerativos;degenerativo
tardíos;tardío
tendinosos;tendinoso
fidedignas;fidedigno
nocivas;nocivo
colaboradores;colaborador
excelentes;excelente
tácitos;tácito
largos;largo
fiables;fiable
breves;breve
definitivos;definitivo
bicamerales;bicameral
programables;programable
innovadores;innovador
recargables;recargable
cruciales;crucial
suecos;sueco
corporales;corporal
indispensables;indispensable
vertebrales;vertebral
extrínsecos;extrínseco
salinas;salino
abrumadoras;abrumador
significativas;significativo
idiopáticos;idiopático
distinguidas;distinguir
autoinmunes;autoinmune
endocrinos;endocrino
hereditarias;hereditario
étnicos;étnico
adiposas;adiposo
frénicos;frénico
frénicas;frénico
traqueobronquiales;traqueobronquial
infradiafragmáticos;infradiafragmático
vagos;vago
virales;viral
bacterianas;bacteriano
micóticas;micótico
inmunosupresores;inmunosupresor
calmantes;calmante
antimicóticos;antimicótico
católicos;católico
inexplicables;inexplicable
tantos;tanto
aplicables;aplicable
flotantes;flotante
estrictos;estricto
delgadas;delgado
valiosas;valioso
artificiales;artificial
transparentes;transparente
intermedias;intermedio
migrantes;migrante
histológicos;histológico
coagulantes;coagulante
rutinarios;rutinario
caninas;canino
inhabituales;inhabitual
mentales;mental
sociales;social
los;lo
dañinos;dañino
psicológicos;psicológico
paramédicas;paramédico
circulatorias;circulatorio
licenciados;licenciar
innecesarias;innecesario
excesivas;excesivo
fraternales;fraternal
tópicos;tópico
académicos;académico
encontramos;encontrar
afines;afín
educativas;educativo
académicas;académico
mensuales;mensual
políticas;político
cotidianas;cotidiano
recreativos;recreativo
sanas;sano
interconsultores;interconsultor
suplementarias;suplementario
accesorias;accesorio
reales;real
simpaticolíticos;simpaticolítico
ocasionales;ocasional
inofensivos;inofensivo
repentinos;repentino
pericárdicas;pericárdico
preparativos;preparativo
electivas;electivo
costales;costal
rápidos;rápido
verdaderas;verdadero
vagales;vagal
angostos;angosto
inconsistentes;inconsistente
ortodrómicas;ortodrómico
has;haber
medicamentosas;medicamentoso
infrecuentes;infrecuente
alternos;alterno
olímpicos;olímpico
vivos;vivo
orientativos;orientativo
portadores;portador
maternos;materno
precisas;preciso
químicas;químico
electrónicas;electrónico
defectuosas;defectuoso
autónomos;autónomo
parasimpáticas;parasimpático
sudoríparas;sudoríparo
nicotínicos;nicotínico
postsinápticos;postsináptico
devastadores;devastador
insecticidas;insecticida
anticolinérgicos;anticolinérgico
antihistamínicos;antihistamínico
indirectos;indirecto
puros;puro
parciales;parcial
completos;completo
farmacéuticas;farmacéutico
esofágicas;esofágico
endógenas;endógeno
históricos;histórico
análogos;análogo
tisulares;tisular
anestésicos;anestésico
locales;local
estupefacientes;estupefaciente
anestésicas;anestésico
analgésicas;analgésico
tónicos;tónico
oídos;oír
traficantes;traficante
blancas;blanco
amarillas;amarillo
artesanales;artesanal
disolventes;disolvente
oxidantes;oxidante
placentarias;placentario
plasmáticos;plasmático
duraderas;duradero
norteamericanos;norteamericano
chinches;chinche
vitales;vital
elementales;elemental
deficientes;deficiente
medicinales;medicinal
consumidores;consumidor
auditivas;auditivo
táctiles;táctil
placenteras;placentero
básicas;básico
piramidales;piramidal
supuestos;suponer
adictivas;adictivo
olfativos;olfativo
digestivos;digestivo
legales;legal
mafiosas;mafioso
pasados;pasar
desnervamos;desnervar
extirpamos;extirpar
endocrinas;endocrino
adyacentes;adyacente
positivas;positivo
negativas;negativo
impermeables;impermeable
basales;basal
bipolares;bipolar
unipolares;unipolar
las;lo
intercostales;intercostal
suaves;suave
simétricas;simétrico
anchas;ancho
profundas;profundo
las;lo
accesibles;accesible
ópticos;óptico
ocupacionales;ocupacional
radiofísicos;radiofísico
precisos;preciso
reguladoras;regulador
acreditados;acreditar
doloridos;dolorido
iniciativas;iniciativo
plaquetarias;plaquetario
psicosociales;psicosocial
americanas;americano
malignas;maligno
irreversibles;irreversible
delgados;delgado
cruzados;cruzar
poderosas;poderoso
irresistibles;irresistible
interpersonales;interpersonal
creativas;creativo
heroicos;heroico
altruistas;altruista
competidores;competidor
budistas;budista
practicantes;practicante
conflictivas;conflictivo
heredamos;heredar
antecesoras;antecesor
virtuales;virtual
críticas;crítico
competitivas;competitivo
desconocidos;desconocer
precedentes;precedente
defensores;defensor
amorosos;amoroso
nuestras;nuestro
tímidas;tímido
trovadores;trovador
virtuosas;virtuoso
místicos;místico
inmemoriales;inmemorial
autóctonos;autóctono
ligados;ligar
geográficos;geográfico
interculturales;intercultural
universales;universal
amorosas;amoroso
grecolatinos;grecolatino
conceptuales;conceptual
frescos;fresco
artistas;artista
pintores;pintor
postales;postal
variopintos;variopinto
amantes;amante
románticas;romántico
burdos;burdo
medievales;medieval
victorianos;victoriano
cotidianos;cotidiano
rituales;ritual
mágicas;mágico
milagrosas;milagroso
africanas;africano
adivinadores;adivinador
les;le
experimentamos;experimentar
perspectivas;perspectivo
típicas;típico
enamorados;enamorar
cíclicos;cíclico
propensas;propenso
postcapilares;postcapilar
extracelulares;extracelular
iónicos;iónico
intactos;intacto
inactivas;inactivo
depresivos;depresivo
selectivas;selectivo
extremas;extremo
asmáticos;asmático
miméticos;mimético
provisionales;provisional
antihipertensivas;antihipertensivo
especiales;especial
conjuntos;conjunto
hipoglucemiantes;hipoglucemiante
semanales;semanal
miméticas;mimético
anexos;anexo
duras;duro
alfanuméricos;alfanumérico
administrativos;administrativo
preventivos;preventivo
hematopoyéticos;hematopoyético
previas;previo
alérgicas;alérgico
inmaduros;inmaduro
hematológicas;hematológico
inespecíficas;inespecífico
hemolíticas;hemolítico
linfáticas;linfático
inmunológicas;inmunológico
pépticas;péptico
parásitos;parásito
hepáticas;hepático
vertiginosos;vertiginoso
edematosos;edematoso
varicosas;varicoso
lumbares;lumbar
inquietas;inquieto
convulsivas;convulsivo
involuntarios;involuntario
craneales;craneal
afectivas;afectivo
hipercinéticos;hipercinético
paranasales;paranasal
adenoides;adenoide
nutricionales;nutricional
urinarias;urinario
urinarios;urinario
mamarias;mamario
premenstruales;premenstrual
menopáusicos;menopáusico
vaginales;vaginal
vulvares;vulvar
mamarios;mamario
femeninas;femenino
prostáticos;prostático
económicas;económico
socioculturales;sociocultural
biológicas;biológico
anglosajones;anglosajón
los;lo
sólidos;sólido
incoloros;incoloro
insolubles;insoluble
polares;polar
asimétricos;asimétrico
estéricos;estérico
isómeros;isómero
escasos;escaso
reductoras;reductor
resultantes;resultante
nucleicos;nucleico
fibrosos;fibroso
leñosos;leñoso
examinemos;examinar
cristalinos;cristalino
biológicos;biológico
largas;largo
lineales;lineal
terciarias;terciario
constituyentes;constituyente
ricos;rico
acuosas;acuoso
rectilíneas;rectilíneo
inmersas;inmerso
pardas;pardo
energéticos;energético
esqueléticas;esquelético
degradados;degradar
necesarias;necesario
gélidos;gélido
peores;peor
hidrolíticas;hidrolítico
conseguimos;conseguir
cólicos;cólico
enteros;entero
lácteos;lácteo
populares;popular
alternativos;alternativo
plásticos;plástico
demulcentes;demulcente
laxantes;laxante
adhesivos;adhesivo
expansores;expansor
alifáticos;alifático
apolares;apolar
mecanísticos;mecanístico
fecales;fecal
reguladores;regulador
galardonados;galardonar
deseamos;desear
plasmáticas;plasmático
hallamos;hallar
subcelulares;subcelular
macromoleculares;macromolecular
orientativas;orientativo
primitivos;primitivo
efectivas;efectivo
afiliados;afiliar
viables;viable
glúteos;glúteo
inflables;inflable
antiinflamatorias;antiinflamatorio
presocráticos;presocrático
racionales;racional
ultrarrápidos;ultrarrápido
hormonales;hormonal
endógenos;endógeno
subjetivos;subjetivo
neuronales;neuronal
personales;personal
civiles;civil
idénticas;idéntico
militares;militar
sensitivas;sensitivo
raquídeos;raquídeo
sensoriales;sensorial
térmicos;térmico
polimodales;polimodal
amielínicas;amielínico
recibimos;recibir
nocivos;nocivo
picantes;picante
comidas;comer
medianas;mediano
ganglionares;ganglionar
pertenecientes;perteneciente
irritantes;irritante
liberados;liberar
aferentes;aferente
sinápticos;sináptico
dolorosos;doloroso
próximos;próximo
despolarizantes;despolarizante
sinápticas;sináptico
gliales;glial
productoras;productor
activadores;activador
cutáneos;cutáneo
persistentes;persistente
cognitivos;cognitivo
receptivos;receptivo
viscerales;visceral
somáticas;somático
espinales;espinal
subcorticales;subcortical
descendentes;descendente
incapaces;incapaz
directas;directo
atenuantes;atenuante
faciales;facial
ruidosos;ruidoso
las;lo
ascendentes;ascendente
supraespinales;supraespinal
blandas;blando
somáticos;somático
pélvicas;pélvico
vegetativas;vegetativo
sónicas;sónico
caminamos;caminar
las;lo
inhibidoras;inhibidor
respectivas;respectivo
las;lo
transportadoras;transportador
inactivos;inactivo
proinflamatorias;proinflamatorio
proinflamatorios;proinflamatorio
antioxidantes;antioxidante
injertos;injerto
mediadores;mediador
preclínicos;preclínico
angiográficos;angiográfico
innumerables;innumerable
neuromusculares;neuromuscular
depresoras;depresor
pilotos;piloto
neuróticos;neurótico
predominantes;predominante
intracelulares;intracelular
inos;ino
oleosos;oleoso
nitrosos;nitroso
ésos;ese
explosivas;explosivo
accidentales;accidental
incómodas;incómodo
aceptores;aceptor
fetales;fetal
particulares;particular
humanitarias;humanitario
brutas;bruto
favorables;favorable
diarreicas;diarreico
neonatales;neonatal
modestas;modesto
convincentes;convincente
longevos;longevo
tempranas;temprano
contextuales;contextual
sencillas;sencillo
dobles;doble
anfipáticas;anfipático
arábigos;arábigo
monoinsaturados;monoinsaturado
poliinsaturados;poliinsaturado
los;lo
monocarboxílicos;monocarboxílico
acetilénicos;acetilénico
dialílicos;dialílico
foliares;foliar
dicarboxílicos;dicarboxílico
cetónicos;cetónico
los;lo
insaturadas;insaturado
medioambientales;medioambiental
halógenos;halógeno
epiteliales;epitelial
cavernosos;cavernoso
congéneres;congénere
pioneros;pionero
circundantes;circundante
administramos;administrar
las;lo
fieles;fiel
exactos;exacto
autonómicos;autonómico
encargadas;encargar
nutritivas;nutritivo
unidireccionales;unidireccional
concéntricas;concéntrico
reticulares;reticular
finos;fino
elásticos;elástico
divergentes;divergente
definidos;definir
ajustables;ajustable
los;lo
vacías;vacío
descubiertas;descubrir
gigantes;gigante
progenitoras;progenitor
bioquímicos;bioquímico
dentarias;dentario
coaxiales;coaxial
tubulares;tubular
metálicos;metálico
biodegradables;biodegradable
expansibles;expansible
antiproliferativos;antiproliferativo
híbridos;híbrido
anatómicos;anatómico
primitivas;primitivo
aórticos;aórtico
medias;medio
mediastínicas;mediastínico
parietales;parietal
sonoros;sonoro
autoexcitables;autoexcitable
didácticos;didáctico
cristianas;cristiano
atléticas;atlético
motoras;motor
activas;activo
sedentarias;sedentario
productivos;productivo
cognitivas;cognitivo
neurodegenerativas;neurodegenerativo
depresivas;depresivo
semejantes;semejante
pesas;pesar
participantes;participante
cuáles;cuál
incorrectos;incorrecto
vamos;ir
excitantes;excitante
alimenticios;alimenticio
ejercitamos;ejercitar
claves;clave
dímeros;dímero
maduros;maduro
excretores;excretor
residuales;residual
erróneos;erróneo
inspiramos;inspirar
punzantes;punzante
polarográficos;polarográfico
eficientes;eficiente
amortiguadores;amortiguador
aéreas;aéreo
heterogéneas;heterogéneo
serias;serio
cirróticos;cirrótico
delicados;delicado
los;lo
cuadrados;cuadrar
tensos;tenso
transversos;transverso
vegetativos;vegetativo
triblásticos;triblástico
babosas;baboso
terrestres;terrestre
extintas;extinto
oceánicas;oceánico
tropicales;tropical
litorales;litoral
quitinosos;quitinoso
parasitarias;parasitario
veterinarias;veterinario
malacológicas;malacológico
prestigiosas;prestigioso
zoológicos;zoológico
secretoras;secretor
bivalvos;bivalvo
pelágicos;pelágico
longitudinales;longitudinal
salivales;salival
digestivas;digestivo
alimenticias;alimenticio
fitófagos;fitófago
carnívoros;carnívoro
filtradores;filtrador
pares;par
olfatorias;olfatorio
unisexuados;unisexuado
dioicos;dioico
simultáneos;simultáneo
consecutivos;consecutivo
ciliadas;ciliado
meridionales;meridional
citoplasmáticos;citoplasmático
morfogenéticos;morfogenético
mesodérmicos;mesodérmico
endodérmicos;endodérmico
evolutivos;evolutivo
epidérmicas;epidérmico
glandulares;glandular
retractores;retractor
dorsales;dorsal
intestinales;intestinal
conchíferos;conchífero
quitones;quito
sepias;sepia
protegidas;proteger
gastronómicos;gastronómico
paletas;paleto
húmedas;húmedo
sombreados;sombrear
caídos;caer
montañosas;montañoso
musgos;musgo
dulceacuícolas;dulceacuícola
rocosos;rocoso
latas;lato
ovoideas;ovoideo
pálidas;pálido
carentes;carente
precursoras;precursor
hemorrágicos;hemorrágico
curativos;curativo
esféricas;esférico
densos;denso
disfuncionales;disfuncional
les;le
separadores;separador
macroscópicas;macroscópico
mundiales;mundial
representantes;representante
epónimos;epónimo
continentes;continente
homónimos;homónimo
cavitas;cavo
histológicas;histológico
postnatales;postnatal
imprescindibles;imprescindible
invasores;invasor
idénticos;idéntico
tímicas;tímico
hematopoyéticas;hematopoyético
tolerantes;tolerante
preadolescentes;preadolescente
linfoides;linfoide
concéntricos;concéntrico
granulares;granular
terceras;tercero
faríngeas;faríngeo
autorreactivas;autorreactivo
tiroideas;tiroideo
diminutos;diminuto
braquiocefálicas;braquiocefálico
tributarias;tributario
superficiales;superficial
braquiocefálicos;braquiocefálico
comestibles;comestible
minerales;mineral
inmaduras;inmaduro
verdes;verde
mercados;mercar
callejeros;callejero
climáticas;climático
escasas;escaso
alcalinos;alcalino
brillantes;brillante
culinarios;culinario
crudas;crudo
aconsejables;aconsejable
calientes;caliente
secas;seco
encurtidos;encurtir
enteras;entero
dados;dar
culinarias;culinario
mucosas;mucoso
enlatados;enlatar
agresivos;agresivo
maduras;maduro
indígenas;indígena
alimentarios;alimentario
pitagóricos;pitagórico
órficos;órfico
antiguas;antiguo
atrioventriculares;atrioventricular
las;lo
cerámicas;cerámico
bivalvas;bivalvo
comprimidos;comprimir
geriátricos;geriátrico
adversas;adverso
habituales;habitual
sedantes;sedante
inhibitorios;inhibitorio
amplios;amplio
estrechos;estrecho
estimuladores;estimulador
estabilizadores;estabilizador
impresionantes;impresionante
europeas;europeo
aleatorios;aleatorio
rigurosos;riguroso
polimórficas;polimórfico
viales;vial
antipsicóticos;antipsicótico
inotrópicas;inotrópico
simpatolíticos;simpatolítico
angostas;angosto
mayúsculas;mayúsculo
electrolíticos;electrolítico
lesionados;lesionar
bebibles;bebible
compensatorios;compensatorio
antiácidos;antiácido
medicamentosos;medicamentoso
equívocos;equívoco
manifiestos;manifiesto
anales;anal
psicofisiológicos;psicofisiológico
inmunitarios;inmunitario
psicológicas;psicológico
descriptivos;descriptivo
los;lo
drásticos;drástico
imprevistos;imprevisto
biogénicos;biogénico
amenazadores;amenazador
asociativas;asociativo
multimodales;multimodal
minuciosos;minucioso
innatas;innato
viejas;viejo
parejos;parejo
controlables;controlable
incontrolables;incontrolable
decisivos;decisivo
bruscos;brusco
culturales;cultural
defensivas;defensivo
logramos;lograr
quedamos;quedar
inmóviles;inmóvil
amenazantes;amenazante
sentimos;sentir
considerables;considerable
dendríticas;dendrítico
aterradores;aterrador
les;le
horarios;horario
externas;externo
les;le
utilicemos;utilizar
complementarios;complementario
improductivas;improductivo
teóricas;teórico
monoamínicos;monoamínico
paramétricos;paramétrico
monomorfas;monomorfo
polimorfas;polimorfo
repetitivas;repetitivo
duplas;duplo
predictoras;predictor
contradictorios;contradictorio
febriles;febril
humorales;humoral
bastantes;bastante
verificamos;verificar
observamos;observar
habíamos;haber
pirógenos;pirógeno
paroxísticos;paroxístico
exógenos;exógeno
neoplásicas;neoplásico
transportadores;transportador
ungueales;ungueal
cianóticos;cianótico
erectores;erector
herpéticas;herpético
dudamos;dudar
epilépticos;epiléptico
proteicas;proteico
catalíticos;catalítico
supramoleculares;supramolecular
hidrofóbicas;hidrofóbico
descriptores;descriptor
cuánticos;cuántico
termodinámicos;termodinámico
informáticas;informático
contingentes;contingente
vacunas;vacuno
análogas;análogo
los;lo
farmacéuticos;farmacéutico
indeseables;indeseable
líquidas;líquido
inyectables;inyectable
sólidas;sólido
semisólidas;semisólido
transdérmicos;transdérmico
aspersores;aspersor
oncológicos;oncológico
cancerosos;canceroso
fitosanitarios;fitosanitario
contaminantes;contaminante
los;lo
acuíferos;acuífero
detergentes;detergente
antimicrobianos;antimicrobiano
futuras;futuro
tiroideos;tiroideo
inciertos;incierto
antitiroideos;antitiroideo
compresivos;compresivo
frágiles;frágil
enormes;enorme
reproductivos;reproductivo
autoinmunitarios;autoinmunitario
ineficaces;ineficaz
narcóticos;narcótico
alcohólicos;alcohólico
las;lo
oscuras;oscuro
subclínicos;subclínico
precoces;precoz
malares;malar
laminares;laminar
psiquiátricos;psiquiátrico
quebradizas;quebradizo
hidrófilos;hidrófilo
corticoides;corticoide
conflictivos;conflictivo
sistemáticas;sistemático
aditivos;aditivo
séricas;sérico
interrogantes;interrogante
morales;moral
serológicas;serológico
destructivas;destructivo
erosivas;erosivo
vesiculares;vesicular
estudiantes;estudiante
prominentes;prominente
reumáticas;reumático
caucásicas;caucásico
postmenopáusicas;postmenopáusico
raciales;racial
geográficas;geográfico
afrodescendientes;afrodescendiente
inmunes;inmune
inducidos;inducir
gemelos;gemelo
leucocitarios;leucocitario
cromosómicas;cromosómico
machos;macho
sustanciales;sustancial
intensas;intenso
antinucleares;antinuclear
pesticidas;pesticida
nucleares;nuclear
antigénicos;antigénico
ocultos;oculto
hiperactivas;hiperactivo
activadoras;activador
defectuosos;defectuoso
citolíticas;citolítico
idiotípicos;idiotípico
autoreactivas;autoreactivo
recidivas;recidivar
constitucionales;constitucional
interfalángicas;interfalángico
metacarpofalángicas;metacarpofalángico
subcutáneos;subcutáneo
dermatológicas;dermatológico
difusas;difuso
fotosensibles;fotosensible
descamativas;descamativo
atróficas;atrófico
ampollares;ampollar
glomerulares;glomerular
pasajeros;pasajero
