CODIGO;DESCRIPCION;CODIGO_AGRUP;DESCRIPCION_AGRUP
I82.4Y2;Embolia y trombosis agudas de venas profundas no especificadas de la parte proximal de la extremidad inferior izquierda;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.4Y3;Embolia y trombosis agudas de venas profundas no especificadas de la parte proximal de la extremidad inferior, bilateral;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.4Y9;Embolia y trombosis agudas de venas profundas no especificadas de la parte proximal de extremidad inferior no especificada;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.4Z1;Embolia y trombosis agudas de venas profundas no especificadas de la parte distal de la extremidad inferior derecha;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.4Z2;Embolia y trombosis agudas de venas profundas no especificadas de la parte distal de la extremidad inferior izquierda;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.4Z3;Embolia y trombosis agudas de venas profundas no especificadas de la parte distal de la extremidad inferior, bilateral;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.4Z9;Embolia y trombosis agudas de venas profundas no especificadas de la parte distal de extremidad inferior no especificada;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.501;Embolia y trombosis cronicas de venas profundas no especificadas de extremidad inferior, derecha;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.502;Embolia y trombosis cronicas de venas profundas no especificadas de extremidad inferior, izquierda;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.503;Embolia y trombosis cronicas de venas profundas no especificadas de extremidad inferior, bilateral;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.509;Embolia y trombosis cronicas de venas profundas no especificadas de extremidad inferior, lateralidad no especificada;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.511;Embolia y trombosis cronicas de vena femoral derecha;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.512;Embolia y trombosis cronicas de vena femoral izquierda;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.513;Embolia y trombosis cronicas de vena femoral, bilateral;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.519;Embolia y trombosis cronicas de vena femoral no especificada;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.521;Embolia y trombosis cronicas de vena iliaca derecha;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.522;Embolia y trombosis cronicas de vena iliaca izquierda;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.523;Embolia y trombosis cronicas de vena iliaca, bilateral;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.529;Embolia y trombosis cronicas de vena iliaca no especificada;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.531;Embolia y trombosis cronicas de vena poplitea derecha;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.532;Embolia y trombosis cronicas de vena poplitea izquierda;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.533;Embolia y trombosis cronicas de vena poplitea, bilateral;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.539;Embolia y trombosis cronicas de vena poplitea no especificada;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.541;Embolia y trombosis cronicas de vena tibial derecha;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.542;Embolia y trombosis cronicas de vena tibial izquierda;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.543;Embolia y trombosis cronicas de vena tibial, bilateral;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.549;Embolia y trombosis cronicas de vena tibial no especificada;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.591;Embolia y trombosis cronicas de otras venas profundas de extremidad inferior derecha;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.592;Embolia y trombosis cronicas de otras venas profundas de extremidad inferior izquierda;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.593;Embolia y trombosis cronicas de otras venas profundas de extremidad inferior, bilateral;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.599;Embolia y trombosis cronicas de otras venas profundas de extremidad inferior no especificada;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.5Y1;Embolia y trombosis cronicas de venas profundas no especificadas de la parte proximal de la extremidad inferior derecha;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.5Y2;Embolia y trombosis cronicas de venas profundas no especificadas de la parte proximal de la extremidad inferior izquierda;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.5Y3;Embolia y trombosis cronicas de venas profundas no especificadas de la parte proximal de la extremidad inferior, bilateral;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.5Y9;Embolia y trombosis cronicas de venas profundas no especificadas de parte proximal no especificada de la extremidad inferior;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.5Z1;Embolia y trombosis cronicas de venas profundas no especificadas de la parte distal de la extremidad inferior derecha;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.5Z2;Embolia y trombosis cronicas de venas profundas no especificadas de la parte distal de la extremidad inferior izquierda;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.5Z3;Embolia y trombosis cronicas de venas profundas no especificadas de la parte distal de la extremidad inferior, bilateral;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.5Z9;Embolia y trombosis cronicas de venas profundas no especificadas de parte distal no especificada de la extremidad inferior;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.601;Embolia y trombosis agudas de venas no especificadas de extremidad superior derecha;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.602;Embolia y trombosis agudas de venas no especificadas de extremidad superior izquierda;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.603;Embolia y trombosis agudas de venas no especificadas de extremidad superior, bilateral;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.609;Embolia y trombosis agudas de venas no especificadas de extremidad superior no especificada;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.611;Embolia y trombosis agudas de venas superficiales de extremidad superior derecha;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.612;Embolia y trombosis agudas de venas superficiales de extremidad superior izquierda;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.613;Embolia y trombosis agudas de venas superficiales de extremidad superior, bilateral;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.619;Embolia y trombosis agudas de venas superficiales de extremidad superior no especificada;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.621;Embolia y trombosis agudas de venas profundas de extremidad superior derecha;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.622;Embolia y trombosis agudas de venas profundas de extremidad superior izquierda;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.623;Embolia y trombosis agudas de venas profundas de extremidades superiores, bilateral;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.629;Embolia y trombosis agudas de venas profundas de extremidad superior no especificada;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.701;Embolia y trombosis cronicas de venas no especificadas de extremidad superior derecha;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.702;Embolia y trombosis cronicas de venas no especificadas de extremidad superior izquierda;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.703;Embolia y trombosis cronicas de venas de extremidad superior no especificadas, bilateral;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.709;Embolia y trombosis cronicas de venas no especificadas de extremidad superior no especificada;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.711;Embolia y trombosis cronicas de venas superficiales de extremidad superior derecha;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.712;Embolia y trombosis cronicas de venas superficiales de extremidad superior izquierda;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.713;Embolia y trombosis cronicas de venas superficiales de extremidad superior, bilateral;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.719;Embolia y trombosis cronicas de venas superficiales de extremidad superior no especificada;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.721;Embolia y trombosis cronicas de venas profundas de extremidad superior derecha;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.722;Embolia y trombosis cronicas de venas profundas de extremidad superior izquierda;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.723;Embolia y trombosis cronicas de venas profundas de extremidades superiores, bilateral;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.729;Embolia y trombosis cronicas de venas profundas de extremidad superior no especificada;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.811;Embolia y trombosis de venas superficiales de extremidad inferior derecha;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.812;Embolia y trombosis de venas superficiales de extremidad inferior izquierda;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.813;Embolia y trombosis de venas superficiales de extremidades inferiores, bilateral;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.819;Embolia y trombosis de venas superficiales de extremidad inferior no especificada;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.890;Embolia y trombosis agudas de otras venas especificadas;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.891;Embolia y trombosis cronicas de otras venas especificadas;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.90;Embolia y trombosis agudas de vena no especificada;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.91;Embolia y trombosis cronicas de vena no especificada;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.A11;Embolia y trombosis agudas de vena axilar derecha;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.A12;Embolia y trombosis agudas de vena axilar izquierda;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.A13;Embolia y trombosis agudas de vena axilar, bilateral;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.A19;Embolia y trombosis agudas de vena axilar no especificada;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.A21;Embolia y trombosis cronicas de vena axilar derecha;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.A22;Embolia y trombosis cronicas de vena axilar izquierda;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.A23;Embolia y trombosis cronicas de vena axilar, bilateral;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.A29;Embolia y trombosis cronicas de vena axilar no especificada;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.B11;Embolia y trombosis agudas de vena subclavia derecha;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.B12;Embolia y trombosis agudas de vena subclavia izquierda;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.B13;Embolia y trombosis agudas de vena subclavia, bilateral;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.B19;Embolia y trombosis agudas de vena subclavia no especificada;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.B21;Embolia y trombosis cronicas de vena subclavia derecha;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.B22;Embolia y trombosis cronicas de vena subclavia izquierda;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.B23;Embolia y trombosis cronicas de vena subclavia, bilateral;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.B29;Embolia y trombosis cronicas de vena subclavia no especificada;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.C11;Embolia y trombosis agudas de vena yugular interna derecha;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.C12;Embolia y trombosis agudas de vena yugular interna izquierda;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.C13;Embolia y trombosis agudas de vena yugular interna, bilateral;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.C19;Embolia y trombosis agudas de vena yugular interna no especificada;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.C21;Embolia y trombosis cronicas de vena yugular interna derecha;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.C22;Embolia y trombosis cronicas de vena yugular interna;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.C23;Embolia y trombosis cronicas de vena yugular interna, bilateral;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.C29;Embolia y trombosis cronicas de vena yugular interna no especificada;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I83.001;Venas varicosas de extremidad inferior no especificada con ulcera de muslo;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I83.002;Venas varicosas de extremidad inferior no especificada con ulcera de pantorrilla;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I83.003;Venas varicosas de extremidad inferior no especificada con ulcera de tobillo;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I83.004;Venas varicosas de extremidad inferior no especificada con ulcera de talon y parte media del pie;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I83.005;Venas varicosas de extremidad inferior no especificada con ulcera de otra parte del pie;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I83.008;Venas varicosas de extremidad inferior no especificada con ulcera e inflamacion de otra localizacion de parte inferior de pierna;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I83.009;Venas varicosas de extremidad inferior no especificada con ulcera de localizacion no especificada;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I83.011;Venas varicosas de extremidad inferior derecha con ulcera de muslo;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I83.012;Venas varicosas de extremidad inferior derecha con ulcera de pantorrilla;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I83.013;Venas varicosas de extremidad inferior derecha con ulcera de tobillo;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I83.014;Venas varicosas de extremidad inferior derecha con ulcera de talon y parte media del pie;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I83.015;Venas varicosas de extremidad inferior derecha con ulcera de otra parte del pie;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I83.018;Venas varicosas de extremidad inferior derecha con ulcera de otra localizacion de parte inferior de pierna;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I83.019;Venas varicosas de extremidad inferior derecha con ulcera de localizacion no especificada;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I83.021;Venas varicosas de extremidad inferior izquierda con ulcera de muslo;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I83.022;Venas varicosas de extremidad inferior izquierda con ulcera de pantorrilla;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I83.023;Venas varicosas de extremidad inferior izquierda con ulcera de tobillo;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I83.024;Venas varicosas de extremidad inferior izquierda con ulcera de talon y parte media del pie;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I83.025;Venas varicosas de extremidad inferior izquierda con ulcera de otra parte del pie;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I83.028;Venas varicosas de extremidad inferior izquierda con ulcera de otra localizacion de parte inferior de pierna;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I83.029;Venas varicosas de extremidad inferior izquierda con ulcera de localizacion no especificada;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I83.10;Venas varicosas de extremidad inferior no especificada con inflamacion;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I83.11;Venas varicosas de extremidad inferior derecha con inflamacion;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I83.12;Venas varicosas de extremidad inferior izquierda con inflamacion;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I83.201;Venas varicosas de extremidad inferior no especificada con ulcera e inflamacion de muslo;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I83.202;Venas varicosas de extremidad inferior no especificada con ulcera e inflamacion de pantorrilla;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I83.203;Venas varicosas de extremidad inferior no especificada con ulcera e inflamacion de tobillo;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I83.204;Venas varicosas de extremidad inferior no especificada con ulcera e inflamacion de talon y parte media del pie;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I83.205;Venas varicosas de extremidad inferior no especificada con ulcera e inflamacion de otra parte del pie;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I83.208;Venas varicosas de extremidad inferior no especificada con ulcera e inflamacion de otra parte de extremidad inferior;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I83.209;Venas varicosas de extremidad inferior no especificada con ulcera e inflamacion de localizacion no especificada;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I83.211;Venas varicosas de extremidad inferior derecha con ulcera e inflamacion de muslo;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I83.212;Venas varicosas de extremidad inferior derecha con ulcera e inflamacion de pantorrilla;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I83.213;Venas varicosas de extremidad inferior derecha con ulcera e inflamacion de tobillo;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I83.214;Venas varicosas de extremidad inferior derecha con ulcera e inflamacion de talon y parte media del pie;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I83.215;Venas varicosas de extremidad inferior derecha con ulcera e inflamacion de otra parte del pie;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I83.218;Venas varicosas de extremidad inferior derecha con ulcera e inflamacion de otra parte de extremidad inferior;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I83.219;Venas varicosas de extremidad inferior derecha con ulcera e inflamacion de localizacion no especificada;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I83.221;Venas varicosas de extremidad inferior izquierda con ulcera e inflamacion de muslo;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I83.222;Venas varicosas de extremidad inferior izquierda con ulcera e inflamacion de pantorrilla;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I83.223;Venas varicosas de extremidad inferior izquierda con ulcera e inflamacion de tobillo;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I83.224;Venas varicosas de extremidad inferior izquierda con ulcera e inflamacion de talon y parte media del pie;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I83.225;Venas varicosas de extremidad inferior izquierda con ulcera e inflamacion de otra parte del pie;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I83.228;Venas varicosas de extremidad inferior izquierda con ulcera e inflamacion de otra parte de extremidad inferior;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I83.229;Venas varicosas de extremidad inferior izquierda con ulcera e inflamacion de localizacion no especificada;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I83.811;Venas varicosas de extremidad inferior derecha con dolor;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I83.812;Venas varicosas de extremidad inferior izquierda con dolor;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I83.813;Venas varicosas de extremidad inferior bilaterales con dolor;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I83.819;Venas varicosas de extremidad inferior no especificada con dolor;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I83.891;Venas varicosas de extremidad inferior derecha con otras complicaciones;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I83.892;Venas varicosas de extremidad inferior izquierda con otras complicaciones;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I83.893;Venas varicosas de extremidad inferior bilateral con otras complicaciones;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I83.899;Venas varicosas de extremidad inferior no especificada con otras complicaciones;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I83.90;Venas varicosas asintomaticas de extremidad inferior no especificada;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I83.91;Venas varicosas asintomaticas de extremidad inferior derecha;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I83.92;Venas varicosas asintomaticas de extremidad inferior izquierda;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I83.93;Venas varicosas asintomaticas de extremidades inferiores bilaterales;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I85.00;Varices esofagicas sin sangrado;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I85.01;Varices esofagicas con sangrado;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I85.10;Varices esofagicas secundarias sin sangrado;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I85.11;Varices esofagicas secundarias con sangrado;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I86.0;Varices sublinguales;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I86.1;Varices escrotales;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I86.2;Varices pelvicas;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I86.3;Varices de vulva;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I86.4;Varices gastricas;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I86.8;Venas varicosas de otras localizaciones especificados;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I87.001;Sindrome postrombotico sin complicaciones de extremidad inferior derecha;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I87.002;Sindrome postrombotico sin complicaciones de extremidad inferior izquierda;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I87.003;Sindrome postrombotico sin complicaciones de extremidad inferior, bilateral;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I87.009;Sindrome postrombotico sin complicaciones de extremidad no especificada;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I87.011;Sindrome postrombotico con ulcera de extremidad inferior derecha;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I87.012;Sindrome postrombotico con ulcera de extremidad inferior izquierda;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I87.013;Sindrome postrombotico con ulcera de extremidad inferior, bilateral;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I87.019;Sindrome postrombotico con ulcera de extremidad inferior no especificada;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I87.021;Sindrome postrombotico con inflamacion de extremidad inferior derecha;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I87.022;Sindrome postrombotico con inflamacion de extremidad inferior izquierda;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I87.023;Sindrome postrombotico con inflamacion de extremidad inferior, bilateral;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
